engagement,purchase_frequency,price_sensitivity,trend_sensitivity,conversion_rate
0.7894085475420218,0.7852355095063283,0.8078581960489204,0.8745377721866621,0.06299286900102474
0.6751124257891867,0.9818833280940261,0.7034194102408091,0.6618102853874347,0.08421925317137928
0.8165839368581246,0.3202864852361717,0.5131186813824383,0.6190881786524308,0.058303203160001545
0.9741453741534445,0.7125938473381142,0.35767390890477374,0.7494600868142477,0.07768153881443839
0.6578523925497994,0.46987148617563457,0.6536091289949898,0.7227704603960114,0.01425541332184857
0.6578553477491474,0.5025749232470608,0.5865667847927849,0.6774835121076359,0.09853174829491754
0.9842583067913304,0.4815212151522261,0.6969425084061012,0.8614219915930744,0.09004821901448896
0.8381382512475235,0.42720184606403677,0.6397377963700333,0.9028488333712817,0.05731645475727237
0.6154946105317086,0.6097043255889654,0.7309015973702537,0.7641451018066956,0.1163698267372962
0.7976608078454736,0.4338099767177924,0.382248253456675,0.9864048129688419,0.12750280550506232
0.6165848152937567,0.6540913651559678,0.7898266944395517,0.5673297417386391,0.025697605425241035
0.6161686443573537,0.5899523781101725,0.5434719130323279,0.7190144865152451,0.059491008857351424
0.7435532088818861,0.5522103906267181,0.9565573919775584,0.6353084287035512,0.05923430600850807
0.3556095559615963,0.4184872675916804,0.34837868002029504,0.4513541412683104,0.05240387595564541
0.38951479014765406,0.4846457338863334,0.8819120366963549,0.7367710902651681,0.12317899367726994
0.5987882447366248,0.7510782451651512,0.5435403723617825,0.7305203986586747,0.08224695444908786
0.5176903983398037,0.7001834375248761,0.3566880392048214,0.992151958918741,0.07941940634757556
0.7565645198671492,0.40448895104028976,0.39354511650804924,0.8509298695287644,0.01
0.536555666406182,0.6198664610858452,0.42952359219724956,0.5861301081073272,0.11541672120836904
0.4457853337596475,0.7502774246743578,0.5933165082084216,1.0,0.040429664205861096
0.9638167784058796,0.2661189437757256,0.6150238073678099,0.9453653912840565,0.09239730521065313
0.6593602659124236,0.708672038475987,0.3737859991335126,0.8431356325549786,0.10109507751832766
0.7121550768438263,0.46747524821083064,0.4946419897025838,0.7137625441840268,0.14442634383354602
0.44354532648157774,0.7141197337186318,0.97129947889461,0.5964897221242432,0.03764718403523551
0.6020111095854671,0.44734816869149663,0.8800594974221565,0.6904469158286315,0.01
0.7199660661477758,0.23902357986709616,0.595991207328287,0.9241997791526697,0.09735398179014779
0.49282115606398547,0.27449151242336745,0.508360765197004,1.0,0.16202044726043413
0.7676256433022209,0.6096169893322764,0.5264068918780175,0.9969189645235502,0.13955785411757748
0.591885035814615,0.6519445003442963,0.6349739540006917,0.6717840925141961,0.09838637661098502
0.6474951250372102,0.4191366749791182,0.2749856356563508,0.5708612106737582,0.0703345525747181
0.5916928097987085,0.7277184917554748,0.4433771617668641,0.7725417995057926,0.12228490386549241
1.0,0.267695987546208,0.13291150374693034,0.46704970150994374,0.05105815201182125
0.6975704995471719,0.5867840402705367,0.5878290869731615,0.801706834269565,0.10905431077424876
0.5096120327879379,0.3577967600475086,0.6423831067346031,0.726383586192213,0.11021880636666508
0.848058084178574,0.46963277843956813,0.3936989782941377,0.6754341597010812,0.13240839629995518
0.48024814300521596,0.6094797342632828,0.8462770879238073,0.49484750923731274,0.2003864015564431
0.7375954471008559,0.4279173269432095,0.23033155413948492,0.8321760170511546,0.10569663868715068
0.3472593777016404,0.5230888911540349,0.17783752635383954,0.6647678656540942,0.06964145497170005
0.4609265111982825,0.8012585618428881,0.5493794000831939,0.5628133062863538,0.08897702751232021
0.7354350224564422,0.48462162609537024,0.730361626574674,0.2904380458749361,0.019236963804435264
0.8329239843991738,0.7671384224130283,0.8704640921207312,0.7455976151918982,0.062211474756437665
0.7308462906141946,0.3740586290684763,0.3990454621688332,1.0,0.07362870247547584
0.6791833091701167,0.7059608355830566,0.7373097833548851,1.0,0.0690364640826163
0.645801334793928,0.88831372413158,0.4915281367098444,0.6768645989461965,0.09609419488134888
0.43386604173386306,0.1056710999745421,0.4620219940130197,0.6536460703421151,0.057103202704711975
0.5704280424889524,0.44062094890590464,0.6944051862470679,0.8250038809720038,0.13484122669297885
0.6170850212272382,0.715414425436108,0.6435110332509524,0.5902583297298734,0.09000828259672788
0.8902820007194048,0.5593909227914015,0.15319372546346516,0.7982867039711146,0.08962798715445543
0.761851292122323,0.6742291746742617,0.824838876939697,0.8725728445415505,0.07688421133948328
0.3826527720347079,0.4792029626568359,0.8036200979124393,0.9463093158214892,0.09620762735435916
0.7583351144910631,0.61731795749458,0.3623762056679035,0.7339753477632076,0.12300393058670539
0.630685189525063,0.5688645529215841,0.58707677735623,0.7174121999716855,0.05531479137156398
0.5781540399449274,0.8335564123319614,0.6086866409822025,0.6095227861189503,0.06367534043698973
0.8101017319913562,0.6508841686602426,0.5573482284812595,0.6176991433536224,0.07785095884893341
0.885579914049271,0.6675205324150404,0.37893286615400756,0.7137633772957557,0.0361651630610714
0.8676304214409156,0.5176246067755065,0.3522428590536286,0.8087784810905885,0.057229685611140085
0.548940845819925,0.5024787551855012,0.494378104381882,0.8961735401973199,0.07095116505821364
0.6443417723467814,0.5134883624360758,0.7580003842370602,0.6214913678911448,0.1249755672285091
0.7596274176526414,0.6788904284756594,0.6195920340107751,0.9888301710335234,0.100502453160077
0.8755981228820247,0.5158031038359474,0.4184648469410567,0.706620223833189,0.09774359645470176
0.6137486371878478,0.6579549713792826,0.6697737163426358,0.7465812329042503,0.12403591848671888
0.6665813842005128,1.0,0.0,0.6304461313363483,0.08450512846402414
0.5008597046789149,0.7742249406863384,0.7527284540818628,0.3621215583563293,0.10561859399715558
0.4846828076654792,0.5347952935664317,0.11726296866881808,0.8914472634177679,0.08587112988270015
0.8462546480309556,0.840242784432789,0.4202629928913109,0.8678950235347893,0.10061449397598514
0.9441232051427481,0.5183849253956897,0.25367262318224837,0.7049875908610859,0.06668965369553671
0.6870381781155399,0.19237509296442917,0.21517007534140076,0.7607185147559795,0.01
0.8806359216205644,0.3983827378165191,0.7553818932232743,0.8325502748326559,0.08462883351254782
0.7650944845085741,0.2258416157948288,0.3971057357113839,0.49999266289815314,0.1469099254439976
0.5838784441710776,0.5296973031917382,0.5762308539807575,0.6653515716245928,0.1270486160896637
0.7650512089915145,0.6036836758379103,0.4896774726465795,0.8770823487394923,0.12861589938364681
0.9768465819638744,0.9352874624550566,0.6049489819890868,0.54931369229292,0.13944522887224872
0.6935513129602087,0.6653854747528325,0.5169008160332562,0.7969692691466607,0.09354630363845749
0.981635858046521,0.5561798942382271,0.21774171067851467,0.5329469112602552,0.09789262829622382
0.22844588126384596,0.7658811162366979,0.7191787002783708,0.8246287971893642,0.06529392418262599
0.8479424507875403,0.15777293819842292,0.39137355170451127,0.7442973628324027,0.077357085758918
0.7156684722828708,0.6471229116217132,0.1575519822948548,0.4915789094551185,0.11463084599084566
0.6461786769161438,0.7541730387773934,0.40581466458749926,0.9363582967131474,0.13815537748675266
0.7165169397763904,0.30428275084403167,0.8301671539395483,0.6324653477123121,0.08442214897276001
0.3422375953718393,0.8287508086413858,0.6870487832649684,0.620359610077699,0.07199242940594353
0.6604590601892478,0.6676992814988828,0.423296530430271,0.7820910715569509,0.0900211183542639
0.7642802628721144,0.5169424172198397,0.42316330504994565,0.9337819759085945,0.11404826995716459
0.9660209280534728,0.726556373221257,0.4292402887321758,0.5874685089634565,0.032245807354658325
0.6067113607107434,1.0,0.956884556383385,0.7598687759756755,0.01
0.5544711514792262,0.6363732510116991,0.5840257994909417,0.8186106400528916,0.06797852602033666
0.6096837321547834,0.6496441172600672,0.5946091623820353,0.860896897162103,0.04117150296343365
0.8647723811863732,0.5081278200919511,0.7266623598870052,0.778230648844356,0.06967439209410756
0.7591751997387431,0.43003112610704164,0.552533614985833,0.6912755457466684,0.08408878724730114
0.604643163321933,0.7660671633088492,0.4430107279194453,0.6175855646962048,0.07187006363907947
0.7923881379604041,0.42878323481822656,0.4568030332013048,0.7637830212874199,0.1480987013788298
0.7174739588826472,0.6143132474438785,0.48424772292890594,0.5784577580823029,0.1030697905840928
0.87435609829592,0.5044685106469766,0.49181110796783484,0.2825839226408628,0.10201897438443314
0.5736304431020766,0.6957959651492783,0.6600784996001355,0.8198495686652268,0.11488828576173607
0.6410208136124017,0.6667324210573896,0.5114280948776059,0.8946295745737912,0.04444667528876923
0.6294205324362115,0.8075079888515798,0.6611808169874274,0.3719308103133058,0.13156447149681075
0.4365673093362186,0.49799672022905056,0.4822423523761119,0.5884430872464099,0.0869694285385816
0.7533016498716236,0.5460250129413258,0.51729974186954,0.8490646817608316,0.1168192246896485
0.74698994899238,0.40424725684353846,0.0603958494029363,1.0,0.04712571067839378
0.7009204221956429,0.5111413479847776,0.7015920884345459,0.7533269932280653,0.027849649359357423
